,id,imdb_id,budget,revenue,original_title,director,production_companies,release_year,budget_adj,revenue_adj,count,movie_count
9478,10644,tt0096332,0,0,The Unbearable Lightness of Being,Philip Kaufman,The Saul Zaentz Company,1988,0.0,0.0,1,False
9479,2640,tt0097493,0,1108462,Heathers,Michael Lehmann,New World Pictures|Cinemarque Entertainment,1988,0.0,2043883.13123673,1,False
9480,8740,tt0096163,0,0,Spoorloos,George Sluizer,MGS Film,1988,0.0,0.0,1,False
9481,1632,tt0095647,15000000,34604000,Mississippi Burning,Alan Parker,Orion Pictures|Metro-Goldwyn-Mayer (MGM),1988,27658365.346354604,63806004.963017,1,False
9482,18086,tt0097390,0,2983784,Fright Night Part 2,Tommy Lee Wallace,Vista Organization,1988,0.0,5501772.53244049,1,False
9483,3525,tt0096463,28000000,103173635,Working Girl,Mike Nichols,20th Century Fox,1988,51628948.6465286,190240939.396096,1,False
9484,8337,tt0096256,4000000,13008928,They Live,John Carpenter,Universal Pictures|Alive Films|Larry Franco Productions,1988,7375564.09236123,23987045.5592281,1,False
9485,15158,tt0095863,3000000,7282851,Phantasm II,Don Coscarelli,Universal Pictures|Spacegate Productions|Starway International Inc.,1988,5531673.06927092,13428783.5814042,1,False
9486,10128,tt0094631,16000000,0,Alien Nation,Graham Baker,Twentieth Century Fox Film Corporation|American Entertainment Partners II L.P.,1988,29502256.3694449,0.0,1,False
9487,12710,tt0094739,0,0,Big Business,Jim Abrahams,Silver Screen Partners III|Touchstone Pictures,1988,0.0,0.0,1,False
9488,11357,tt0095271,5000000,17768757,Halloween 4: The Return of Michael Myers,Dwight H. Little,Dimension Films,1988,9219455.11545154,32763651.5237731,1,False
9489,10117,tt0094612,7000000,20256975,Action Jackson,Craig R. Baxley,Silver Pictures|Lorimar Motion Pictures,1988,12907237.1616321,37351654.3574648,1,False
9490,2321,tt0095593,10000000,21486757,Married to the Mob,Jonathan Demme,Orion Pictures|Mysterious Arts|Orion Pictures Corporation,1988,18438910.230903,39619238.3476228,1,False
9492,10281,tt0095179,2800000,19170001,Friday the 13th Part VII: The New Blood,John Carl Buechler,Paramount Pictures,1988,5162894.86465286,35347392.7565322,1,False
9493,11082,tt0096073,0,0,The Seventh Sign,Carl Schultz,TriStar Pictures|Interscope Communications|ML Delphi Premier Productions,1988,0.0,0.0,1,False
9494,859,tt0094947,14000000,34670720,Dangerous Liaisons,Stephen Frears,Lorimar Film Entertainment|Warner Bros.|NFH Productions,1988,25814474.3232643,63929029.3720776,1,False
9495,12120,tt0095687,20000000,13854000,My Stepmother is an Alien,Richard Benjamin,Weintraub Entertainment Group|The Catalina Production Group,1988,36877820.4618061,25545266.233893104,1,False
9496,10675,tt0095174,20000000,17637950,Frantic,Roman Polanski,The Mount Company|Warner Bros.,1988,36877820.4618061,32522457.670715697,1,False
9497,20196,tt0095560,0,5935269,Mac and Me,Stewart Raffill,Orion Pictures,1988,0.0,10943989.2287261,1,False
9498,16296,tt0095444,2000000,0,Killer Klowns from Outer Space,Stephen Chiodo,Chiodo Brothers Productions|Sarlui / Diamant Production,1988,3687782.04618061,0.0,1,False
9499,15267,tt0094716,0,0,The Beast of War,Kevin Reynolds,Brightstar Films,1988,0.0,0.0,1,False
9500,27362,tt0092929,0,0,Drowning by Numbers,Peter Greenaway,Film Four International|Stimuleringsfonds Nederlandse Culturele Omroepproducties|Elsevier-Vendex Film Beheer|Allarts Production,1988,0.0,0.0,1,False
9501,21733,tt0093015,0,0,Fei lung mang jeung,Sammo Hung|Corey Yuen Kwai,Golden Way Films Ltd.|Golden Harvest Company Ltd.,1988,0.0,0.0,1,False
9502,9748,tt0094933,0,12706478,D.O.A.,Annabel Jankel|Rocky Morton,Bigelow Productions|Touchstone Pictures,1988,0.0,23429360.7192945,1,False
9503,24929,tt0095990,6200000,9205924,Return of the Living Dead Part II,Ken Wiederhorn,Greenfox,1988,11432124.3431599,16974720.6228516,1,False
9504,12582,tt0096454,0,0,Without a Clue,Thom Eberhardt,Orion Pictures,1988,0.0,0.0,1,False
9505,18509,tt0094824,0,0,Caddyshack II,Allan Arkush,The Guber-Peters Company|Warner Bros.,1988,0.0,0.0,1,False
9506,11955,tt0095382,0,0,Iron Eagle II,Sidney J. Furie,TriStar Pictures|Carolco Pictures,1988,0.0,0.0,1,False
9507,8677,tt0094791,0,0,The Bourne Identity,Roger Young,Warner Bros. Television|Alan Shayne Productions,1988,0.0,0.0,1,False
9508,10306,tt0095889,10500000,14144000,Poltergeist III,Gary Sherman,Metro-Goldwyn-Mayer (MGM),1988,19360855.7424482,26079994.6305893,1,False
9509,14506,tt0096764,0,0,The Adventures of Baron Munchausen,Terry Gilliam,Columbia Pictures Corporation|Laura Films|Allied Filmmakers|Prominent Features,1988,0.0,0.0,1,False
9510,27352,tt0094792,0,6193901,Braddock: Missing in Action III,Aaron Norris,Golan-Globus Productions|The Cannon Group,1988,0.0,11420878.45181,1,False
9511,11851,tt0095897,0,20324096,The Presidio,Peter Hyams,Paramount Pictures,1988,0.0,37475418.16682561,1,False
9512,9013,tt0095631,30000000,38413606,Midnight Run,Martin Brest,Universal Pictures|City Light Films,1988,55316730.69270921,70830503.267928,1,False
9513,18214,tt0094750,0,0,Black Eagle,Eric Karson,Magus Productions|Rotecon B.V.,1988,0.0,0.0,1,False
9514,9395,tt0094602,7500000,18869631,Above the Law,Andrew Davis,Warner Bros.,1988,13829182.673177302,34793543.2099266,1,False
9515,11051,tt0095497,7000000,8373585,The Last Temptation of Christ,Martin Scorsese,Universal Pictures|Cineplex-Odeon Films,1988,12907237.1616321,15439978.2125836,1,False
9516,21362,tt0095304,0,7399763,High Spirits,Neil Jordan,Palace Pictures|Vision PDG,1988,0.0,13644356.5686958,1,False
9517,26515,tt0095925,0,0,Pumpkinhead,Stan Winston,De Laurentiis Entertainment Group (DEG)|Lion Films,1988,0.0,0.0,1,False
9518,10868,tt0094608,0,0,The Accused,Jonathan Kaplan,Paramount Pictures,1988,0.0,0.0,1,False
9519,48309,tt0095904,1300000,354704,Prison,Renny Harlin,Empire Pictures,1988,2397058.3300174,654035.521454225,1,False
9520,11054,tt0095270,0,0,Hairspray,John Waters,New Line Cinema,1988,0.0,0.0,1,False
9522,9064,tt0095294,0,12090735,Hellbound: Hellraiser II,Tony Randel,New World Pictures|Film Futures|Troopstar,1988,0.0,22293997.7290638,1,False
9523,13192,tt0095655,22000000,0,Moonwalker,Colin Chilvers|Jerry Kramer|Jim Blashfield,Ultimate Productions,1988,40565602.5079868,0.0,1,False
9524,2617,tt0095253,24000000,43455230,The Great Outdoors,Howard Deutch,Universal Pictures|Hughes Entertainment,1988,44253384.554167405,80126708.5033247,1,False
9525,10130,tt0095243,22000000,0,Gorillas in the Mist,Michael Apted,Universal Pictures|Warner Bros. Pictures,1988,40565602.5079868,0.0,1,False
9526,11191,tt0095690,0,0,Mystic Pizza,Donald Petrie,Night Light Films|The Samuel Goldwyn Company,1988,0.0,0.0,1,False
9527,36739,tt0096054,0,0,School Daze,Spike Lee,Columbia Pictures|40 Acres & A Mule Filmworks,1988,0.0,0.0,1,False
9529,13927,tt0096273,0,0,Tin Toy,John Lasseter,Pixar Animation Studios,1988,0.0,0.0,1,False
9530,9540,tt0094964,13000000,8038508,Dead Ringers,David Cronenberg,TÃ©lÃ©film Canada|Morgan Creek Productions|Mantle Clinic II,1988,23970583.300173998,14822132.7402396,1,False
9532,26386,tt0095107,6000000,28202109,Ernest Saves Christmas,John R. Cherry III,Touchstone Pictures,1988,11063346.1385418,52001615.6173144,1,False
9533,24679,tt0094747,0,0,Bird,Clint Eastwood,Malpaso Productions|Warner Bros. Pictures,1988,0.0,0.0,1,False
9534,12714,tt0096094,0,0,She's Having a Baby,John Hughes,Paramount Pictures,1988,0.0,0.0,1,False
9535,59797,tt0094701,4000000,9797098,Bad Dreams,Andrew Fleming,No Frills Film Production,1988,7375564.09236123,18064781.054536,1,False
9536,40095,tt0094961,5000000,0,Dead Heat,Mark Goldblatt,New World Pictures|Helpern / Meltzer,1988,9219455.11545154,0.0,1,False
9537,13350,tt0189071,0,0,Scooby-Doo and the Ghoul School,Charles A. Nichols,Hanna-Barbera Productions|Warner Bros. Home Video,1988,0.0,0.0,1,False
9538,5241,tt0096324,0,1547397,Two Moon Junction,Zalman King,DDM Film Corporation|Lorimar Motion Pictures,1988,0.0,2853231.43745687,1,False
9539,34311,tt0096118,0,0,Sleepaway Camp II: Unhappy Campers,Michael A. Simpson,Double Helix Films,1988,0.0,0.0,1,False
9540,24924,tt0093624,1200000,3109904,Night of the Demons,Kevin Tenney,Republic Pictures|Meridian Productions|Paragon Arts International,1988,2212669.22770837,5734324.06827264,1,False
9541,13554,tt0095082,0,0,Eight Men Out,John Sayles,Orion Pictures,1988,0.0,0.0,1,False
9542,10132,tt0096219,4000000,3468572,Talk Radio,Oliver Stone,Cineplex-Odeon Films|Ten-Four Productions,1988,7375564.09236123,6395668.7737424,1,False
9543,17170,tt0094799,0,0,"Bright Lights, Big City",James Bridges,United Artists|Mirage Enterprises|CST Telecommunications|Star Partners,1988,0.0,0.0,1,False
9544,2210,tt0097257,10000000,3916303,Earth Girls Are Easy,Julien Temple,De Laurentiis Entertainment Group (DEG)|Kestrel Films|Earth Girls,1988,18438910.230903,7221235.94540164,1,False
9545,15592,tt0094715,0,57041866,Beaches,Garry Marshall,Touchstone Pictures|Silver Screen Partners IV|All Girl Productions,1988,0.0,105178984.65772,1,False
9546,20443,tt0095409,0,0,Johnny Be Good,Bud Smith ,Orion Pictures,1988,0.0,0.0,1,False
9547,25998,tt0093170,0,0,é»‘å¤ªé™½731,Mou Tun-fei,Sil-Metropole Organisation,1988,0.0,0.0,1,False
9548,10001,tt0096486,0,0,Young Einstein,Yahoo Serious,Warner Bros.,1988,0.0,0.0,1,False
9549,14285,tt0096257,0,0,The Thin Blue Line,Errol Morris,Third Floor Productions,1988,0.0,0.0,1,False
9550,14911,tt0094712,0,3184348,Bat*21,Peter Markle,TriStar Pictures|Vision PDG,1988,0.0,5871590.69159558,1,False
9551,9717,tt0096098,0,29300000,Shoot to Kill,Roger Spottiswoode,Silver Screen Partners III|Century Park Pictures|Touchstone Pictures,1988,0.0,54026006.976546004,1,False
9552,30502,tt0094744,0,15122000,Big Top Pee-wee,Randal Kleiser,Paramount Pictures,1988,0.0,27883320.0511716,1,False
9553,10396,tt0096244,23000000,0,Tequila Sunrise,Robert Towne,The Mount Company|Warner Bros.|Cinema City Films,1988,42409493.5310771,0.0,1,False
9554,40820,tt0095927,15000000,21032267,Punchline,David Seltzer,Columbia Pictures,1988,27658365.346354604,38781208.3165385,1,False
9555,10127,tt0094919,4500000,3813293,Critters 2,Mick Garris,New Line Cinema|Sho Films,1988,8297509.60390639,7031296.73111311,1,False
9556,4271,tt0096386,0,0,La Vie est un long fleuve tranquille,Ã‰tienne Chatiliez,MK2 Productions|France 3 Cinema|Centre National de la CinÃ©matographie (CNC),1988,0.0,0.0,1,False
9557,29787,tt0095652,7000000,5344577,Monkey Shines,George A. Romero,Orion Pictures,1988,12907237.1616321,9854817.55251493,1,False
9558,28176,tt0096316,0,0,Tucker: The Man and His Dream,Francis Ford Coppola,Lucasfilm|Paramount Pictures,1988,0.0,0.0,1,False
9559,27412,tt0095312,23000,0,Hollywood Chainsaw Hookers,Fred Olen Ray,American Independent Productions|Camp Video|Savage Cinema,1988,42409.493531077096,0.0,1,False
9561,26044,tt0094678,0,14681192,Arthur 2: On the Rocks,Bud Yorkin,Warner Bros.,1988,0.0,27070518.1370652,1,False
9562,15482,tt0095989,0,0,Return of the Killer Tomatoes!,John De Bello,Four Square Productions|Transatlantic Entertainment|Tomatos II,1988,0.0,0.0,1,False
9563,14240,tt0095583,1100000,0,Maniac Cop,William Lustig,Shapiro-Glickenhaus Entertainment,1988,2028280.12539934,0.0,1,False
9565,11503,tt0096071,7000000,19595031,The Serpent and the Rainbow,Wes Craven,Universal Pictures,1988,12907237.1616321,36131101.758076295,1,False
9566,18197,tt0096018,0,2835116,Running on Empty,Sidney Lumet,Warner Bros.,1988,0.0,5227644.9418196995,1,False
9567,26603,tt0096380,0,0,Vice Versa,Brian Gilbert,Columbia Pictures Corporation,1988,0.0,0.0,1,False
9568,10126,tt0094894,6000000,46616067,Colors,Dennis Hopper,Orion Pictures,1988,11063346.1385418,85954947.4730764,1,False
9569,19382,tt0094746,20000000,51684798,Biloxi Blues,Mike Nichols,Universal Pictures|Rastar Pictures,1988,36877820.4618061,95301135.0624359,1,False
9570,23752,tt0094910,0,0,The Couch Trip,Michael Ritchie,Orion Pictures,1988,0.0,0.0,1,False
9571,7091,tt0098577,2000000,725131,Vampire's Kiss,Robert Bierman,Hemdale Film Corporation|Magellan Pictures,1988,3687782.04618061,1337062.54146449,1,False
9572,28452,tt0093995,0,0,"Slugs, muerte viscosa",Juan Piquer SimÃ³n,Dister Group,1988,0.0,0.0,1,False
9573,14170,tt0095188,0,0,Funny Farm,George Roy Hill,Warner Bros.,1988,0.0,0.0,1,False
9574,31052,tt0094606,0,0,The Accidental Tourist,Lawrence Kasdan,Warner Bros.,1988,0.0,0.0,1,False
9575,40168,tt0096046,425000,0,Scarecrows,William Wesley,Effigy Films,1988,783653.6848133809,0.0,1,False
9576,17006,tt0095348,0,0,I'm Gonna Git You Sucka,Keenen Ivory Wayans,Ivory Way Productions|Front Films|Raymond Katz Production,1988,0.0,0.0,1,False
9577,29154,tt0094027,0,13994920,Stand and Deliver,RamÃ³n MenÃ©ndez,Warner Bros.,1988,0.0,25805107.356867,1,False
9578,11347,tt0095488,2500000,1189315,The Lair of the White Worm,Ken Russell,White Lair,1988,4609727.55772577,2192967.25212665,1,False
9579,22572,tt0093171,0,0,Hell Comes to Frogtown,Donald G. Jackson|R.J. Kizer,New World Pictures,1988,0.0,0.0,1,False
9582,38965,tt0094593,0,0,18 Again!,Paul Flaherty,Anchor Bay|New World Pictures Ltd.|New World Entertainment Films,1988,0.0,0.0,1,False
9585,35119,tt0094924,15000000,6908797,A Cry in the Dark,Fred Schepisi,Warner Bros.|Golan-Globus Productions|Cannon Entertainment|Cinema Verity,1988,27658365.346354604,12739068.7686532,1,False
9586,26355,tt0095169,0,17514553,For Keeps,John G. Avildsen,TriStar Pictures,1988,0.0,32294927.050139397,1,False
9587,12663,tt0098180,16000000,4192440,Red Scorpion,Joseph Zito,abramoff Production|Scorpion Film Production|Abramoff Production,1988,29502256.3694449,7730402.48084473,1,False
9589,29739,tt0095662,0,0,Moving,Alan Metter,Warner Bros.,1988,0.0,0.0,1,False
9590,19051,tt0093744,5000000,3569939,The New Adventures of Pippi Longstocking,Ken Annakin,Columbia Pictures,1988,9219455.11545154,6582578.47507999,1,False
9591,201281,tt0094500,0,0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Marilyn Fox,BBC Films|BBC,1988,0.0,0.0,1,False
9592,27814,tt0094793,0,0,Brain Damage,Frank Henenlotter,Palisades Partners,1988,0.0,0.0,1,False
9594,106,tt0093773,18000000,98235548,Predator,John McTiernan,Twentieth Century Fox Film Corporation|Lawrence Gordon Productions|Davis Entertainment|Silver Pictures|Amercent Films,1987,34543447.885163695,188521918.48936102,1,False
9595,600,tt0093058,17000000,46357676,Full Metal Jacket,Stanley Kubrick,Stanley Kubrick Productions|Warner Bros.|Natant,1987,32624367.447099105,88964109.16573921,1,False
9596,88,tt0092890,6000000,213954274,Dirty Dancing,Emile Ardolino,Great American Films Limited Partnership|Vestron Pictures,1987,11514482.6283879,410595461.87372404,1,False
9597,957,tt0094012,22700000,38119483,Spaceballs,Mel Brooks,Brooksfilms Ltd.|Metro-Goldwyn-Mayer (MGM),1987,43563125.944067605,73154354.1344381,1,False
9598,708,tt0093428,40000000,191185897,The Living Daylights,John Glen,Eon Productions|Metro-Goldwyn-Mayer (MGM),1987,76763217.52258609,366901114.966543,1,False
9599,5548,tt0093870,13000000,53000000,RoboCop,Paul Verhoeven,Orion Pictures,1987,24948045.694840398,101711263.217426,1,False
9600,765,tt0092991,3600000,5923044,Evil Dead II,Sam Raimi,Studio Canal,1987,6908689.57703275,11366797.8741962,1,False
9601,941,tt0093409,15000000,120207127,Lethal Weapon,Richard Donner,Silver Pictures|Warner Bros.,1987,28786206.5709698,230687145.94165298,1,False
9602,865,tt0093894,27000000,38122105,The Running Man,Paul Michael Glaser,Keith Barish Productions|TAFT Entertainment Pictures|HBO|Braveworld Productions,1987,51815171.8277456,73159385.9633467,1,False
9603,580,tt0093300,23000000,51881013,Jaws: The Revenge,Joseph Sargent,Universal Pictures,1987,44138850.075487,99563837.15527791,1,False
9604,2493,tt0093779,16000000,30857814,The Princess Bride,Rob Reiner,Act III Communications|The Princess Bride Ltd.|Buttercup Films Ltd.,1987,30705287.0090344,59218627.2088375,1,False
9605,10072,tt0093629,5000000,44793222,A Nightmare on Elm Street 3: Dream Warriors,Chuck Russell,New Line Cinema|Smart Egg Pictures,1987,9595402.19032326,85961796.0980872,1,False
9606,10673,tt0094291,15000000,43848069,Wall Street,Oliver Stone,Twentieth Century Fox Film Corporation,1987,28786206.5709698,84147971.46480909,1,False
9607,96,tt0092644,20000000,299965036,Beverly Hills Cop II,Tony Scott,Paramount Pictures|Eddie Murphy Productions|Don Simpson/Jerry Bruckheimer Films,1987,38381608.761293,575657032.690959,1,False
9608,11411,tt0094074,17000000,19300000,Superman IV: The Quest for Peace,Sidney J. Furie,Cannon Films|Warner Bros.|London-Cannon Films|Golan-Globus Productions,1987,32624367.447099105,37038252.454647794,1,False
9609,378,tt0093822,6000000,29180280,Raising Arizona,Joel Coen,Circle Films,1987,11514482.6283879,55999304.525249206,1,False
9610,117,tt0094226,25000000,76270454,The Untouchables,Brian De Palma,Paramount Pictures,1987,47977010.951616295,146369136.273709,1,False
9611,801,tt0093105,13000000,123922370,"Good Morning, Vietnam",Barry Levinson,Silver Screen Partners III|Touchstone Pictures,1987,24948045.694840398,237816996.10561,1,False
9612,746,tt0093389,23000000,43984230,The Last Emperor,Bernardo Bertolucci,Columbia Pictures|Hemdale Film Corporation|Recorded Pictures Company|Soprofilms|TAO Film,1987,44138850.075487,84409275.3763364,1,False
9613,10998,tt0093010,14000000,320145693,Fatal Attraction,Adrian Lyne,Paramount Pictures,1987,26867126.132905103,614385336.7669519,1,False
9614,10587,tt0093756,0,28061343,Police Academy 4: Citizens on Patrol,Jim Drake,Warner Bros.,1987,0.0,53851974.4171225,1,False
9615,2614,tt0093260,0,25893810,Innerspace,Joe Dante,Amblin Entertainment|The Guber-Peters Company|Warner Bros.,1987,0.0,49692304.237962894,1,False
9616,2609,tt0093748,0,49230280,"Planes, Trains and Automobiles",John Hughes,Paramount Pictures,1987,0.0,94476867.3084455,1,False
9617,635,tt0092563,17000000,17185632,Angel Heart,Alan Parker,TriStar Pictures|Winkast Film Productions|Carolco Pictures|Union,1987,32624367.447099105,32980610.1869779,1,False
9618,1825,tt0093692,25000000,16057580,Over the Top,Menahem Golan,Cannon Group|Golan-Globus|Warner Bros.,1987,47977010.951616295,30815787.660658196,1,False
9619,11548,tt0092494,0,65088797,*batteries not included,Matthew Robbins,Universal Pictures|Amblin Entertainment,1987,0.0,124910637.059861,1,False
9620,1547,tt0093437,8500000,32222567,The Lost Boys,Joel Schumacher,Warner Bros.,1987,16312183.7235495,61837697.9939276,1,False
9621,6069,tt0094332,0,63766510,The Witches of Eastwick,George Miller,Kennedy Miller Productions|The Guber-Peters Company|Warner Bros.,1987,0.0,122373061.944654,1,False
9622,16288,tt0092796,3500000,14000000,Creepshow 2,Michael Gornick,New World Pictures|Laurel Entertainment Inc.,1987,6716781.53322628,26867126.132905103,1,False
9623,9964,tt0092610,25710,0,Bad Taste,Peter Jackson,WingNut Films|New Zealand Film Commission,1987,49339.558062642194,0.0,1,False
9624,10780,tt0093693,1880006,26713187,Overboard,Garry Marshall,Metro-Goldwyn-Mayer (MGM)|Hawn / Sylbert Movie Company|Star Partners,1987,3607882.73804417,51264754.610063,1,False
9625,10937,tt0092618,3000000,3221568,Barfly,Barbet Schroeder,Zoetrope Studios|Golan-Globus Productions,1987,5757241.31419396,6182448.12869506,1,False
9626,12626,tt0092699,20000000,51249404,Broadcast News,James L. Brooks,Gracie Films|Twentieth Century Fox Film Corporation|Amercent Films|American Entertainment Partners L.P.,1987,38381608.761293,98351728.6788724,1,False
9627,15143,tt0094006,0,18553948,Some Kind of Wonderful,Howard Deutch,Paramount Pictures|Hughes Entertainment,1987,0.0,35606518.655668795,1,False
9628,918,tt0092666,18000000,39321715,Blind Date,Blake Edwards,TriStar Pictures,1987,34543447.885163695,75461534.0476534,1,False
9629,14367,tt0092513,0,34368475,Adventures in Babysitting,Chris Columbus,Silver Screen Partners III|Touchstone Pictures,1987,0.0,65955868.058614,1,False
9630,10023,tt0092925,20000000,66673516,Dragnet,Tom Mankiewicz,Universal Pictures,1987,38381608.761293,127951840.29258999,1,False
9631,13247,tt0251282,0,0,A Muppet Family Christmas,Peter Harris|Eric Till,"Jim Henson Company, The",1987,0.0,0.0,1,False
9632,37530,tt0093220,0,7800000,House 2: The Second Story,Ethan Wiley,New World Pictures|Sean S. Cunningham Films,1987,0.0,14968827.4169042,1,False
9633,11584,tt0093886,0,40050884,Roxanne,Fred Schepisi,Columbia Pictures|IndieProd Company Productions|L.A. Films,1987,0.0,76860868.01159659,1,False
9634,17258,tt0093737,15000000,13290368,The Pick-up Artist,James Toback,Twentieth Century Fox Film Corporation|Amercent Films|American Entertainment Partners L.P.,1987,28786206.5709698,25505285.2434804,1,False
9635,13446,tt0094336,0,0,Withnail & I,Bruce Robinson,Handmade Films Ltd.,1987,0.0,0.0,1,False
9636,10110,tt0092965,38000000,0,Empire of the Sun,Steven Spielberg,Amblin Entertainment|Warner Bros.,1987,72925056.6464568,0.0,1,False
9637,6917,tt0093075,2500000,0,The Gate,Tibor TakÃ¡cs,Vista Organization|New Century Entertainment Corporation|Alliance Entertainment,1987,4797701.09516163,0.0,1,False
9638,15785,tt0092746,10000000,14000,Cherry 2000,Steve De Jarnatt,ERP Productions,1987,19190804.3806465,26867.126132905098,1,False
9639,11649,tt0093507,17000000,0,Masters of the Universe,Gary Goddard,Cannon Group,1987,32624367.447099105,0.0,1,False
9640,30890,tt0093818,16000000,0,Radio Days,Woody Allen,Orion Pictures,1987,30705287.0090344,0.0,1,False
9641,10083,tt0093640,15000000,35509515,No Way Out,Roger Donaldson,Orion Pictures,1987,28786206.5709698,68145615.60166329,1,False
9642,8989,tt0093148,0,49998613,Harry and the Hendersons,William Dear,Universal Pictures|Amblin Entertainment,1987,0.0,95951360.138665,1,False
9643,10021,tt0093936,12000000,110996879,The Secret of My Success,Herbert Ross,Universal Pictures,1987,23028965.2567758,213011939.175129,1,False
9644,26263,tt0092857,0,0,Death Wish 4: The Crackdown,J. Lee Thompson,Cannon Group,1987,0.0,0.0,1,False
9645,11879,tt0093605,5000000,0,Near Dark,Kathryn Bigelow,De Laurentiis Entertainment Group|F/M|Near Dark Joint Venture,1987,9595402.19032326,0.0,1,False
9646,12154,tt0094137,11000000,168000000,Three Men and a Baby,Leonard Nimoy,Touchstone Pictures|Interscope Communications,1987,21109884.818711102,322405513.594861,1,False
9647,12476,tt0093185,0,0,The Hidden,Jack Sholder,New Line Cinema|Heron Communications|Third Elm Street Venture|Mega Entertainment,1987,0.0,0.0,1,False
9648,19933,tt0092695,2000000,0,The Brave Little Toaster,Jerry Rees,The Kushner-Locke Company|Hyperion Pictures,1987,3838160.8761293,0.0,1,False
9649,22172,tt0094057,0,0,Street Trash,J. Michael Muro,Street Trash Joint Venture,1987,0.0,0.0,1,False
9651,8852,tt0093777,3000000,14182492,Prince of Darkness,John Carpenter,Universal Pictures|Carolco Pictures|Alive Films|Larry Franco Productions,1987,5757241.31419396,27217342.960208397,1,False
9652,10859,tt0094025,0,0,Stakeout,John Badham,Touchstone Pictures|Silver Screen Partners II,1987,0.0,0.0,1,False
9653,9003,tt0093177,1000000,14564027,Hellraiser,Clive Barker,Cinemarque Entertainment BV|Film Futures|Rivdel Films,1987,1919080.43806465,27949539.3151454,1,False
9654,14499,tt0093543,7200000,2300000,Mio min Mio,Vladimir Grammatikov,Gorky Film Studio|Nordisk Tonefilm International,1987,13817379.1540655,4413885.0075487,1,False
9655,32076,tt0092632,0,18753438,The Believers,John Schlesinger,Orion Pictures|Orion Pictures Corporation,1987,0.0,35989356.01225829,1,False
9656,17238,tt0092637,0,0,The Belly of an Architect,Peter Greenaway,British Screen|Sacis|Film Four International|Hemdale Group|Mondial,1987,0.0,0.0,1,False
9657,26719,tt0093223,0,2585639,House of Games,David Mamet,Filmhaus,1987,0.0,4962049.22479705,1,False
9658,40962,tt0093277,0,0,Ironweed,Hector Babenco,Keith Barish Productions|TAFT Entertainment Pictures|Home Box Office (HBO),1987,0.0,0.0,1,False
9659,16620,tt0093378,6500000,54215416,La Bamba,Luis Valdez,Columbia Pictures Corporation,1987,12474022.847420199,104043744.287137,1,False
9660,31650,tt0094008,17000000,10278549,Someone to Watch Over Me,Ridley Scott,Columbia Pictures,1987,32624367.447099105,19725362.317589,1,False
9661,11496,tt0095975,0,0,Renegade,Enzo Barboni,CinecittÃ |Paloma Films,1987,0.0,0.0,1,False
9662,12623,tt0094082,0,0,Suspect,Peter Yates,TriStar Pictures,1987,0.0,0.0,1,False
9663,3543,tt0095801,0,3587303,Out of Rosenheim,Percy Adlon,Pro-ject Filmproduktion,1987,0.0,6884323.01271064,1,False
9664,39507,tt0092843,0,0,The Dead,John Huston,Zenith Entertainment|Vestron Pictures|Delta film|Channel 4|Liffey Films,1987,0.0,0.0,1,False
9665,18410,tt0093793,18000000,18532286,Project X,Jonathan Kaplan,20th Century Fox,1987,34543447.885163695,35564947.53521939,1,False
9668,27786,tt0094033,0,0,Steel Dawn,Lance Hool,Vestron Pictures,1987,0.0,0.0,1,False
9669,11896,tt0094142,14000000,57915972,Throw Momma from the Train,Danny DeVito,Orion Pictures,1987,26867126.132905103,111145408.9167,1,False
9670,2039,tt0093565,0,80640528,Moonstruck,Norman Jewison,Metro-Goldwyn-Mayer (MGM),1987,0.0,154755659.800004,1,False
9671,13509,tt0093560,12000000,3769990,The Monster Squad,Fred Dekker,TriStar Pictures|Keith Barish Productions|TAFT Entertainment Pictures|Home Box Office (HBO),1987,23028965.2567758,7234914.06069936,1,False
9672,28605,tt0093091,0,0,Ghoulies II,Albert Band,Empire Pictures|Taryn Productions Inc.,1987,0.0,0.0,1,False
9673,17159,tt0092948,0,50504655,Eddie Murphy Raw,Robert Townsend,Paramount Pictures,1987,0.0,96922495.4417041,1,False
9674,14671,tt0094072,0,35114428,Summer School,Carl Reiner,Paramount Pictures,1987,0.0,67387411.8686297,1,False
9675,4918,tt0093044,0,0,The Fourth Protocol,John Mackenzie,The Rank Organisation,1987,0.0,0.0,1,False
9676,26371,tt0093512,0,0,Maurice,James Ivory,Merchant Ivory Productions|Film Four International,1987,0.0,0.0,1,False
9677,13926,tt0093832,0,0,Red's Dream,John Lasseter,Pixar Animation Studios,1987,0.0,0.0,1,False
9679,12919,tt0092718,1800000,31623833,Can't Buy Me Love,Steve Rash,Apollo Pictures|Touchstone Pictures|Silver Screen Partners II,1987,3454344.78851637,60688679.2869234,1,False
9680,20465,tt0092576,1000000,0,Deliria,Michele Soavi,Filmirage|DMV Distribuzione,1987,1919080.43806465,0.0,1,False
9681,28370,tt0092834,0,0,Date With an Angel,Tom McLoughlin,De Laurentiis Entertainment Group (DEG),1987,0.0,0.0,1,False
9682,16889,tt0093857,0,22642033,Revenge of the Nerds II: Nerds in Paradise,Joe Roth,Twentieth Century Fox Film Corporation|Amercent Films|American Entertainment Partners L.P.|Interscope Communications,1987,0.0,43451882.6083143,1,False
